response_key,response_time_min,mitigation_method,outcome,security_tools_used
781,86,Block IP,Success,SIEM
782,33,Patch,Success,MFA
783,113,Block IP,Success,Firewall
784,33,Containment,Success,SIEM
785,49,Block IP,Success,SIEM
786,84,Reset Credentials,Success,Antivirus
787,120,Block IP,Failure,MFA
788,133,Patch,Failure,VPN
789,95,Quarantine,Success,Firewall
790,49,Patch,Success,WAF
791,72,Block IP,Failure,Firewall
792,55,Patch,Success,IDS
793,77,Quarantine,Failure,VPN
794,33,Containment,Success,IDS
795,171,Block IP,Success,WAF
796,33,Quarantine,Success,VPN
797,80,Quarantine,Success,Endpoint Detection
798,124,Patch,Success,Endpoint Detection
799,135,Block IP,Success,MFA
800,162,Containment,Success,WAF
801,15,Block IP,Failure,WAF
802,175,Quarantine,Success,VPN
803,131,Containment,Success,SIEM
804,96,Reset Credentials,Failure,VPN
805,166,Block IP,Success,MFA
806,91,Block IP,Failure,Firewall
807,71,Quarantine,Success,Endpoint Detection
808,60,Containment,Success,Antivirus
809,176,Block IP,Success,IDS
810,109,Reset Credentials,Failure,Firewall
811,52,Containment,Success,Endpoint Detection
812,51,Quarantine,Failure,WAF
813,41,Quarantine,Success,Antivirus
814,128,Reset Credentials,Failure,IDS
815,178,Quarantine,Failure,IDS
816,172,Reset Credentials,Success,Endpoint Detection
817,19,Block IP,Failure,Endpoint Detection
818,136,Quarantine,Failure,SIEM
819,75,Quarantine,Success,MFA
820,178,Quarantine,Failure,MFA
821,180,Containment,Success,WAF
822,131,Patch,Success,SIEM
823,55,Quarantine,Failure,IDS
824,165,Containment,Failure,SIEM
825,160,Patch,Failure,Firewall
826,107,Quarantine,Success,WAF
827,79,Block IP,Failure,IDS
828,90,Patch,Success,MFA
829,132,Patch,Success,MFA
830,153,Reset Credentials,Failure,IDS
831,6,Quarantine,Success,Firewall
832,93,Quarantine,Success,Antivirus
833,165,Patch,Success,Firewall
834,89,Block IP,Success,IDS
835,139,Containment,Failure,IDS
836,2,Patch,Success,Endpoint Detection
837,16,Reset Credentials,Success,IDS
838,151,Containment,Success,Antivirus
839,3,Patch,Success,Firewall
840,9,Patch,Failure,Antivirus
841,86,Quarantine,Success,Endpoint Detection
842,15,Quarantine,Failure,MFA
843,113,Patch,Failure,Firewall
844,9,Containment,Success,MFA
845,4,Reset Credentials,Failure,Endpoint Detection
846,102,Patch,Failure,SIEM
847,109,Patch,Failure,WAF
848,95,Patch,Success,Antivirus
849,162,Reset Credentials,Success,IDS
850,169,Block IP,Success,VPN
851,57,Block IP,Success,MFA
852,120,Containment,Failure,VPN
853,158,Patch,Failure,Endpoint Detection
854,2,Quarantine,Success,MFA
855,113,Reset Credentials,Failure,SIEM
856,124,Quarantine,Failure,MFA
857,179,Reset Credentials,Success,Endpoint Detection
858,155,Patch,Success,WAF
859,162,Patch,Success,MFA
860,161,Patch,Failure,VPN
861,96,Quarantine,Failure,Endpoint Detection
862,68,Patch,Failure,IDS
863,68,Patch,Success,IDS
864,105,Quarantine,Success,VPN
865,52,Reset Credentials,Failure,VPN
866,157,Block IP,Failure,WAF
867,118,Patch,Failure,IDS
868,36,Reset Credentials,Failure,Antivirus
869,161,Containment,Success,Antivirus
870,55,Quarantine,Success,SIEM
871,91,Containment,Failure,MFA
872,94,Containment,Failure,IDS
873,41,Patch,Success,IDS
874,160,Reset Credentials,Failure,Endpoint Detection
875,120,Containment,Success,Endpoint Detection
876,89,Quarantine,Success,Firewall
877,166,Quarantine,Failure,MFA
878,6,Quarantine,Failure,SIEM
879,97,Containment,Success,SIEM
880,69,Patch,Failure,MFA
881,23,Quarantine,Failure,MFA
882,142,Block IP,Failure,Antivirus
883,114,Quarantine,Success,WAF
884,96,Reset Credentials,Failure,Endpoint Detection
885,93,Reset Credentials,Failure,Endpoint Detection
886,15,Quarantine,Success,Endpoint Detection
887,146,Patch,Success,Endpoint Detection
888,178,Reset Credentials,Failure,MFA
889,162,Block IP,Success,Endpoint Detection
890,10,Quarantine,Success,Antivirus
891,39,Quarantine,Failure,IDS
892,146,Block IP,Success,VPN
893,115,Block IP,Failure,MFA
894,32,Quarantine,Failure,WAF
895,141,Patch,Failure,Antivirus
896,133,Patch,Failure,Endpoint Detection
897,92,Reset Credentials,Success,SIEM
898,179,Block IP,Failure,Antivirus
899,93,Reset Credentials,Failure,MFA
900,173,Quarantine,Success,IDS
901,1,Quarantine,Failure,WAF
902,3,Reset Credentials,Success,Antivirus
903,13,Patch,Failure,WAF
904,15,Containment,Failure,Firewall
905,54,Containment,Success,VPN
906,157,Quarantine,Failure,Endpoint Detection
907,150,Block IP,Failure,WAF
908,62,Containment,Success,SIEM
909,70,Reset Credentials,Failure,Firewall
910,180,Quarantine,Success,MFA
911,120,Patch,Failure,SIEM
912,118,Quarantine,Success,IDS
913,121,Block IP,Success,Antivirus
914,132,Reset Credentials,Success,VPN
915,144,Block IP,Failure,MFA
916,134,Patch,Success,SIEM
917,160,Quarantine,Success,Endpoint Detection
918,162,Block IP,Failure,MFA
919,146,Quarantine,Failure,WAF
920,143,Quarantine,Failure,Antivirus
921,56,Quarantine,Success,WAF
922,67,Patch,Success,IDS
923,33,Patch,Success,MFA
924,142,Block IP,Failure,MFA
925,17,Patch,Success,Antivirus
926,151,Quarantine,Failure,Endpoint Detection
927,159,Patch,Failure,SIEM
928,65,Quarantine,Failure,WAF
929,124,Quarantine,Failure,MFA
930,32,Reset Credentials,Success,SIEM
931,138,Reset Credentials,Success,IDS
932,115,Quarantine,Failure,Firewall
933,116,Containment,Success,MFA
934,179,Quarantine,Failure,MFA
935,100,Quarantine,Success,Endpoint Detection
936,40,Block IP,Failure,Antivirus
937,123,Containment,Success,IDS
938,107,Patch,Failure,WAF
939,130,Containment,Success,SIEM
940,74,Quarantine,Success,SIEM
941,66,Patch,Failure,VPN
942,145,Reset Credentials,Success,MFA
943,89,Block IP,Failure,WAF
944,109,Patch,Failure,SIEM
945,180,Reset Credentials,Failure,MFA
946,121,Containment,Success,SIEM
947,55,Quarantine,Success,SIEM
948,115,Block IP,Failure,Firewall
949,106,Reset Credentials,Success,WAF
950,134,Patch,Failure,Firewall
951,117,Patch,Failure,VPN
952,7,Block IP,Failure,WAF
953,179,Containment,Success,MFA
954,148,Quarantine,Success,VPN
955,135,Patch,Success,WAF
956,139,Patch,Failure,Endpoint Detection
957,150,Reset Credentials,Failure,IDS
958,151,Patch,Success,Antivirus
959,55,Patch,Failure,Antivirus
960,112,Reset Credentials,Failure,IDS
961,176,Quarantine,Failure,Antivirus
962,90,Quarantine,Success,IDS
963,10,Containment,Success,IDS
964,78,Reset Credentials,Failure,Endpoint Detection
965,137,Quarantine,Failure,Firewall
966,155,Block IP,Failure,Antivirus
967,119,Quarantine,Success,Antivirus
968,20,Containment,Success,SIEM
969,180,Containment,Success,VPN
970,48,Reset Credentials,Success,WAF
971,175,Patch,Failure,Antivirus
972,60,Containment,Success,Antivirus
973,145,Quarantine,Success,SIEM
974,30,Reset Credentials,Success,IDS
975,13,Block IP,Failure,Antivirus
976,2,Containment,Failure,IDS
977,39,Patch,Success,Firewall
978,145,Quarantine,Failure,VPN
979,9,Reset Credentials,Success,Endpoint Detection
980,53,Quarantine,Success,IDS
981,51,Quarantine,Failure,Firewall
982,173,Patch,Failure,VPN
983,45,Quarantine,Failure,WAF
984,121,Block IP,Success,Antivirus
985,4,Quarantine,Success,WAF
986,156,Block IP,Success,SIEM
987,27,Quarantine,Success,IDS
988,163,Containment,Success,SIEM
989,63,Reset Credentials,Failure,Firewall
990,149,Quarantine,Failure,Antivirus
991,90,Containment,Success,Antivirus
992,145,Containment,Failure,MFA
993,62,Quarantine,Success,Firewall
994,141,Block IP,Success,Firewall
995,74,Patch,Success,MFA
996,96,Quarantine,Failure,Firewall
997,76,Containment,Success,Endpoint Detection
998,71,Containment,Success,VPN
999,109,Reset Credentials,Failure,Antivirus
1000,32,Quarantine,Success,MFA
1001,75,Quarantine,Failure,WAF
1002,170,Quarantine,Success,VPN
1003,110,Containment,Failure,VPN
1004,146,Reset Credentials,Success,VPN
1005,9,Block IP,Failure,WAF
1006,34,Quarantine,Success,IDS
1007,102,Containment,Failure,MFA
1008,65,Containment,Success,Endpoint Detection
1009,143,Quarantine,Failure,MFA
1010,17,Reset Credentials,Failure,SIEM
1011,141,Quarantine,Failure,VPN
1012,176,Quarantine,Success,Antivirus
1013,140,Containment,Failure,VPN
1014,175,Block IP,Success,MFA
1015,130,Block IP,Success,SIEM
1016,90,Block IP,Success,SIEM
1017,37,Block IP,Failure,IDS
1018,61,Reset Credentials,Failure,VPN
1019,157,Reset Credentials,Failure,Firewall
1020,172,Reset Credentials,Success,Firewall
1021,160,Block IP,Success,SIEM
1022,57,Patch,Success,Endpoint Detection
1023,157,Block IP,Failure,Firewall
1024,98,Reset Credentials,Success,VPN
1025,4,Reset Credentials,Success,Antivirus
1026,44,Containment,Failure,WAF
1027,42,Containment,Success,Firewall
1028,109,Block IP,Success,Firewall
1029,172,Quarantine,Success,Antivirus
1030,89,Patch,Failure,Firewall
1031,91,Block IP,Failure,Antivirus
1032,51,Quarantine,Failure,Endpoint Detection
1033,95,Reset Credentials,Success,WAF
1034,42,Patch,Success,Endpoint Detection
1035,43,Quarantine,Success,WAF
1036,20,Block IP,Failure,SIEM
1037,146,Block IP,Success,Firewall
1038,101,Reset Credentials,Success,Endpoint Detection
1039,59,Patch,Failure,WAF
1040,87,Containment,Success,SIEM
1041,109,Containment,Failure,Antivirus
1042,79,Block IP,Success,SIEM
1043,19,Quarantine,Failure,IDS
1044,35,Patch,Failure,WAF
1045,123,Patch,Failure,SIEM
1046,88,Block IP,Failure,WAF
1047,130,Quarantine,Failure,Antivirus
1048,19,Patch,Failure,Firewall
1049,136,Quarantine,Success,Antivirus
1050,93,Quarantine,Success,Firewall
1051,80,Patch,Success,WAF
1052,34,Quarantine,Failure,Endpoint Detection
1053,158,Quarantine,Success,IDS
1054,161,Containment,Failure,Endpoint Detection
1055,3,Patch,Failure,Endpoint Detection
1056,117,Containment,Failure,Firewall
1057,109,Quarantine,Failure,Endpoint Detection
1058,149,Block IP,Success,Endpoint Detection
1059,159,Block IP,Failure,Firewall
1060,126,Quarantine,Success,VPN
1061,47,Reset Credentials,Failure,Endpoint Detection
1062,94,Quarantine,Failure,WAF
1063,148,Block IP,Success,Endpoint Detection
1064,62,Block IP,Failure,IDS
1065,77,Patch,Failure,Antivirus
1066,159,Quarantine,Failure,MFA
1067,36,Containment,Failure,Endpoint Detection
1068,111,Containment,Success,Endpoint Detection
1069,160,Block IP,Failure,VPN
1070,127,Quarantine,Failure,Firewall
1071,53,Block IP,Failure,Antivirus
1072,166,Block IP,Success,VPN
1073,33,Reset Credentials,Success,IDS
1074,117,Containment,Failure,IDS
1075,157,Containment,Failure,WAF
1076,22,Block IP,Failure,VPN
1077,123,Containment,Success,WAF
1078,43,Patch,Success,Antivirus
1079,33,Containment,Success,Antivirus
1080,76,Patch,Failure,VPN
1081,114,Patch,Success,WAF
1082,42,Patch,Success,Antivirus
1083,33,Reset Credentials,Failure,IDS
1084,134,Quarantine,Success,Firewall
1085,155,Quarantine,Failure,MFA
1086,180,Block IP,Success,VPN
1087,174,Patch,Failure,WAF
1088,126,Block IP,Failure,Firewall
1089,28,Patch,Failure,Firewall
1090,133,Quarantine,Success,SIEM
1091,81,Reset Credentials,Failure,Antivirus
1092,87,Patch,Failure,MFA
1093,88,Containment,Failure,VPN
1094,34,Reset Credentials,Success,Antivirus
1095,73,Containment,Success,VPN
1096,29,Patch,Success,Endpoint Detection
1097,18,Reset Credentials,Success,IDS
1098,175,Quarantine,Success,Antivirus
1099,9,Reset Credentials,Success,IDS
1100,34,Patch,Failure,Antivirus
1101,93,Patch,Success,Antivirus
1102,101,Patch,Success,Endpoint Detection
1103,23,Quarantine,Success,Antivirus
1104,21,Patch,Failure,Antivirus
1105,163,Containment,Failure,VPN
1106,27,Quarantine,Success,Endpoint Detection
1107,130,Block IP,Failure,WAF
1108,26,Containment,Failure,MFA
1109,72,Reset Credentials,Success,IDS
1110,60,Patch,Success,VPN
1111,110,Quarantine,Success,MFA
1112,53,Quarantine,Success,VPN
1113,50,Reset Credentials,Success,VPN
1114,117,Block IP,Success,WAF
1115,112,Containment,Failure,Firewall
1116,158,Reset Credentials,Success,VPN
1117,32,Reset Credentials,Failure,WAF
1118,29,Quarantine,Success,Endpoint Detection
1119,102,Patch,Success,VPN
1120,65,Reset Credentials,Failure,Firewall
1121,177,Quarantine,Success,Antivirus
1122,35,Reset Credentials,Success,VPN
1123,20,Patch,Success,VPN
1124,79,Reset Credentials,Failure,WAF
1125,1,Reset Credentials,Failure,Firewall
1126,153,Block IP,Success,Endpoint Detection
1127,164,Containment,Success,IDS
1128,121,Reset Credentials,Success,VPN
1129,147,Containment,Failure,IDS
1130,71,Containment,Success,VPN
1131,16,Containment,Failure,WAF
1132,29,Containment,Success,VPN
1133,69,Patch,Failure,MFA
1134,114,Reset Credentials,Failure,Antivirus
1135,67,Patch,Success,SIEM
1136,161,Reset Credentials,Failure,WAF
1137,168,Reset Credentials,Failure,Antivirus
1138,58,Block IP,Success,SIEM
1139,140,Patch,Success,VPN
1140,69,Reset Credentials,Success,SIEM
1141,5,Patch,Success,IDS
1142,28,Patch,Failure,WAF
1143,99,Block IP,Failure,WAF
1144,14,Block IP,Failure,MFA
1145,156,Patch,Success,IDS
1146,25,Patch,Success,MFA
1147,48,Containment,Success,MFA
1148,86,Block IP,Failure,MFA
1149,85,Containment,Failure,SIEM
1150,53,Reset Credentials,Success,MFA
1151,154,Containment,Success,SIEM
1152,151,Patch,Success,SIEM
1153,38,Reset Credentials,Failure,WAF
1154,114,Block IP,Success,WAF
1155,108,Reset Credentials,Failure,MFA
1156,39,Patch,Success,WAF
1157,104,Patch,Failure,IDS
1158,43,Containment,Success,WAF
1159,160,Quarantine,Success,SIEM
1160,42,Quarantine,Failure,WAF
1161,107,Reset Credentials,Failure,IDS
1162,78,Block IP,Failure,Antivirus
1163,15,Quarantine,Failure,Endpoint Detection
1164,163,Reset Credentials,Success,Antivirus
1165,70,Patch,Success,Firewall
1166,159,Containment,Success,Firewall
1167,169,Quarantine,Success,Antivirus
1168,140,Quarantine,Success,Antivirus
1169,22,Quarantine,Failure,VPN
1170,143,Patch,Success,MFA
1171,27,Block IP,Success,Firewall
1172,142,Patch,Success,Endpoint Detection
1173,119,Patch,Success,IDS
1174,107,Reset Credentials,Success,Antivirus
1175,62,Patch,Success,VPN
1176,139,Quarantine,Success,Firewall
1177,41,Reset Credentials,Failure,WAF
1178,42,Patch,Failure,IDS
1179,113,Block IP,Failure,WAF
1180,163,Patch,Failure,Endpoint Detection
1181,66,Patch,Success,IDS
1182,113,Reset Credentials,Success,Antivirus
1183,130,Block IP,Failure,Endpoint Detection
1184,11,Quarantine,Success,SIEM
1185,114,Quarantine,Failure,VPN
1186,140,Reset Credentials,Success,Firewall
1187,129,Quarantine,Success,VPN
1188,135,Reset Credentials,Failure,Firewall
1189,174,Block IP,Failure,Firewall
1190,135,Containment,Success,IDS
1191,153,Quarantine,Success,Firewall
1192,108,Block IP,Success,Antivirus
1193,147,Containment,Success,SIEM
1194,38,Patch,Failure,WAF
1195,169,Reset Credentials,Failure,Endpoint Detection
1196,171,Containment,Success,SIEM
1197,11,Reset Credentials,Success,IDS
1198,131,Reset Credentials,Success,MFA
1199,142,Quarantine,Success,Antivirus
1200,4,Patch,Success,Endpoint Detection
1201,35,Patch,Success,WAF
1202,152,Reset Credentials,Failure,Endpoint Detection
1203,38,Quarantine,Success,Firewall
1204,94,Containment,Success,Endpoint Detection
1205,15,Patch,Failure,VPN
1206,164,Quarantine,Failure,VPN
1207,110,Quarantine,Success,IDS
1208,160,Reset Credentials,Failure,IDS
1209,160,Quarantine,Failure,WAF
1210,82,Patch,Failure,WAF
1211,33,Patch,Success,VPN
1212,34,Containment,Success,Endpoint Detection
1213,21,Quarantine,Success,Antivirus
1214,116,Patch,Failure,IDS
1215,48,Quarantine,Failure,Endpoint Detection
1216,124,Block IP,Success,WAF
1217,40,Patch,Failure,Endpoint Detection
1218,149,Block IP,Failure,WAF
1219,35,Quarantine,Failure,VPN
1220,79,Block IP,Failure,MFA
1221,14,Patch,Success,WAF
1222,28,Reset Credentials,Success,VPN
1223,20,Patch,Success,WAF
1224,131,Reset Credentials,Failure,WAF
1225,132,Block IP,Success,SIEM
1226,117,Block IP,Failure,IDS
1227,32,Patch,Success,IDS
1228,104,Reset Credentials,Success,Antivirus
1229,176,Block IP,Failure,IDS
1230,118,Block IP,Success,Endpoint Detection
1231,12,Containment,Failure,IDS
1232,64,Block IP,Failure,WAF
1233,24,Quarantine,Success,MFA
1234,115,Containment,Success,IDS
1235,128,Quarantine,Success,IDS
1236,43,Patch,Success,Endpoint Detection
1237,90,Reset Credentials,Failure,VPN
1238,53,Block IP,Failure,VPN
1239,1,Quarantine,Success,WAF
1240,19,Reset Credentials,Failure,WAF
1241,11,Reset Credentials,Success,SIEM
1242,165,Containment,Success,IDS
1243,140,Quarantine,Failure,IDS
1244,155,Patch,Success,IDS
1245,44,Containment,Success,VPN
1246,49,Quarantine,Success,SIEM
1247,132,Quarantine,Success,IDS
1248,41,Patch,Success,WAF
1249,154,Reset Credentials,Failure,Firewall
1250,158,Quarantine,Failure,Endpoint Detection
1251,156,Reset Credentials,Failure,Firewall
1252,45,Containment,Failure,IDS
1253,90,Patch,Success,IDS
1254,64,Patch,Failure,Antivirus
1255,90,Block IP,Failure,Endpoint Detection
1256,109,Reset Credentials,Success,MFA
1257,60,Block IP,Failure,Firewall
1258,84,Reset Credentials,Success,Firewall
1259,125,Block IP,Success,IDS
1260,95,Containment,Success,MFA
1261,114,Containment,Failure,IDS
1262,158,Reset Credentials,Failure,WAF
1263,76,Block IP,Failure,MFA
1264,144,Patch,Failure,Firewall
1265,80,Patch,Success,WAF
1266,141,Containment,Failure,VPN
1267,16,Reset Credentials,Failure,Endpoint Detection
1268,80,Reset Credentials,Failure,IDS
1269,13,Quarantine,Success,Endpoint Detection
1270,153,Block IP,Success,Firewall
1271,23,Patch,Success,WAF
1272,106,Block IP,Success,Endpoint Detection
1273,57,Reset Credentials,Failure,Antivirus
1274,74,Patch,Success,VPN
1275,5,Containment,Failure,Antivirus
1276,108,Patch,Success,Endpoint Detection
1277,74,Containment,Failure,Antivirus
1278,129,Reset Credentials,Success,Endpoint Detection
1279,162,Containment,Failure,Antivirus
1280,3,Containment,Failure,Endpoint Detection
1281,51,Block IP,Success,IDS
1282,138,Quarantine,Success,IDS
1283,54,Patch,Failure,WAF
1284,3,Reset Credentials,Success,Antivirus
1285,168,Containment,Failure,Antivirus
1286,87,Quarantine,Failure,WAF
1287,66,Quarantine,Success,Firewall
1288,4,Block IP,Success,IDS
