incident_key,time_key,location_key,industry_key,attack_type,attack_severity,data_compromised_GB,attack_duration_min,response_time_min,outcome,TSI_score
386,386,5,1,SQL Injection,4,18.32,201,154,Failure,4.716266666666666
387,387,3,3,SQL Injection,6,23.51,261,86,Failure,4.538633333333333
388,388,4,7,Zero-Day Exploit,7,29.9,8,178,Failure,6.663666666666667
389,389,8,3,Brute Force,3,34.91,295,11,Failure,2.430633333333333
390,390,9,6,DDoS,10,0.62,82,14,Failure,4.251933333333334
391,391,3,3,DDoS,7,5.55,73,177,Failure,5.9165
392,392,9,4,Brute Force,2,39.52,88,60,Success,2.9856
393,393,7,7,Brute Force,6,46.95,240,70,Failure,4.9751666666666665
394,394,2,7,DDoS,9,11.28,114,142,Success,6.305066666666667
395,395,4,7,Ransomware,2,91.63,270,12,Success,3.7489
396,396,4,2,SQL Injection,2,19.5,36,163,Failure,4.101666666666667
397,397,9,4,Zero-Day Exploit,6,37.38,226,148,Failure,5.988066666666667
398,398,3,6,Cross-Site Scripting,4,50.11,193,135,Success,5.3533
399,399,1,3,Zero-Day Exploit,10,88.35,288,94,Success,8.217166666666666
400,400,2,1,SQL Injection,8,6.89,245,16,Failure,3.673366666666667
401,401,5,2,Zero-Day Exploit,7,77.17,252,156,Failure,7.7151
402,402,5,2,Cross-Site Scripting,4,32.31,287,124,Failure,4.635966666666667
403,403,8,6,DDoS,3,69.17,243,61,Failure,4.291766666666667
404,404,3,1,SQL Injection,6,38.87,36,20,Success,3.899433333333334
405,405,6,4,SQL Injection,10,28.98,267,138,Success,7.1693999999999996
406,406,4,4,Phishing,1,35.13,245,90,Failure,2.9539
407,407,7,8,Malware,6,99.35,185,162,Success,8.080499999999999
408,408,9,7,Zero-Day Exploit,8,88.01,185,70,Success,7.006966666666667
409,409,3,7,DDoS,9,31.99,143,112,Failure,6.426366666666667
410,410,4,3,SQL Injection,2,38.27,42,118,Failure,3.914766666666667
411,411,9,3,Zero-Day Exploit,9,63.77,169,124,Success,7.579766666666666
412,412,4,5,DDoS,3,4.7,171,4,Failure,1.4076666666666668
413,413,2,1,Malware,4,82.83,185,24,Failure,4.4849000000000006
414,414,3,3,Zero-Day Exploit,2,21.42,198,11,Failure,1.6259333333333335
415,415,2,1,SQL Injection,8,50.07,222,67,Success,5.818766666666667
416,416,7,6,Malware,6,31.9,16,114,Failure,5.257
417,417,8,4,Ransomware,10,93.84,43,53,Failure,7.698533333333334
418,418,7,7,Malware,10,98.32,262,24,Failure,7.349600000000001
419,419,9,5,DDoS,5,85.74,7,4,Success,4.638866666666667
420,420,7,1,DDoS,5,8.78,132,62,Success,3.296733333333333
421,421,9,6,SQL Injection,8,30.54,207,167,Success,6.899533333333334
422,422,1,4,Ransomware,5,36.81,291,130,Failure,5.270966666666666
423,423,9,7,Malware,10,43.1,43,14,Success,5.5263333333333335
424,424,1,8,Cross-Site Scripting,2,40.47,178,98,Success,3.647433333333333
425,425,3,3,Phishing,7,10.29,245,60,Failure,4.1087
426,426,3,5,DDoS,8,76.83,110,77,Success,6.788233333333333
427,427,7,5,Phishing,5,92.57,43,148,Success,7.243766666666666
428,428,3,3,Brute Force,1,39.12,183,34,Success,2.1402666666666663
429,429,6,1,SQL Injection,4,43.59,63,160,Success,5.574366666666666
430,430,7,4,SQL Injection,9,32.2,209,91,Failure,6.082666666666666
431,431,10,4,Brute Force,5,56.76,180,178,Failure,6.669466666666667
432,432,7,6,Malware,10,45.6,243,84,Success,6.768000000000001
433,433,6,1,Ransomware,5,4.98,215,79,Failure,3.4660666666666664
434,434,3,1,Phishing,4,78.16,156,56,Success,4.878133333333333
435,435,9,7,Phishing,3,31.15,73,143,Success,4.517833333333333
436,436,2,2,Malware,9,64.23,68,16,Success,5.793566666666667
437,437,6,7,Zero-Day Exploit,2,30.27,147,145,Success,4.124766666666666
438,438,7,7,Ransomware,5,67.85,287,141,Failure,6.3854999999999995
439,439,6,4,Brute Force,10,63.92,119,121,Success,7.934266666666668
440,440,6,2,Ransomware,4,13.07,149,33,Success,2.5421
441,441,10,3,Zero-Day Exploit,10,1.74,177,75,Failure,5.3022
442,442,10,3,Brute Force,7,56.98,174,151,Success,7.026066666666667
443,443,3,4,Ransomware,1,77.4,6,47,Failure,3.505333333333333
444,444,9,4,Malware,7,2.15,271,109,Failure,4.681166666666666
445,445,4,7,Malware,2,18.69,206,10,Success,1.5273666666666668
446,446,2,5,Ransomware,6,2.07,265,156,Success,5.062100000000001
447,447,3,5,Malware,5,15.53,209,141,Success,4.815899999999999
448,448,10,3,Brute Force,1,88.17,228,178,Failure,6.0117666666666665
449,449,7,4,Ransomware,1,33.89,169,7,Failure,1.5333666666666668
450,450,10,5,Zero-Day Exploit,2,87.97,174,58,Success,4.405766666666667
451,451,10,2,Cross-Site Scripting,1,74.94,75,161,Failure,5.331533333333333
452,452,9,2,DDoS,10,78.68,299,97,Success,7.9770666666666665
453,453,1,5,Phishing,1,15.39,142,95,Success,2.4450333333333334
454,454,6,2,Brute Force,8,34.7,131,113,Failure,6.1243333333333325
455,455,7,6,Ransomware,4,2.68,118,170,Failure,4.513733333333334
456,456,9,5,DDoS,6,97.55,131,55,Success,6.243166666666666
457,457,9,2,Ransomware,3,31.59,224,145,Success,4.5643666666666665
458,458,10,2,Phishing,1,13.49,46,137,Failure,3.088033333333333
459,459,8,2,Ransomware,9,91.73,237,169,Success,9.168566666666667
460,460,4,7,Malware,7,95.38,116,12,Failure,5.861400000000001
461,461,8,1,Brute Force,6,5.09,29,4,Failure,2.619366666666667
462,462,2,4,Ransomware,8,66.32,183,73,Success,6.406266666666666
463,463,1,1,SQL Injection,8,91.88,248,135,Success,8.2064
464,464,8,4,DDoS,3,90.95,23,29,Success,4.411833333333333
465,465,5,8,Brute Force,4,31.32,37,71,Success,3.722933333333333
466,466,1,8,Malware,5,73.26,47,153,Success,6.7478
467,467,7,1,Ransomware,5,20.52,237,138,Failure,4.9155999999999995
468,468,4,1,Ransomware,7,45.31,166,106,Failure,5.925966666666667
469,469,10,3,Cross-Site Scripting,10,91.6,45,6,Success,6.847999999999999
470,470,6,7,Zero-Day Exploit,9,1.42,267,5,Failure,3.7259333333333338
471,471,6,4,Zero-Day Exploit,7,20.56,49,136,Failure,5.683466666666667
472,472,5,2,Cross-Site Scripting,7,40.1,8,119,Failure,5.9863333333333335
473,473,10,1,Ransomware,1,11.67,225,19,Failure,1.0667666666666666
474,474,2,7,SQL Injection,4,77.53,51,94,Failure,5.492566666666667
475,475,8,2,Phishing,8,53.93,118,98,Failure,6.451233333333333
476,476,7,6,Zero-Day Exploit,10,99.49,129,122,Failure,9.018033333333333
477,477,3,2,Zero-Day Exploit,9,71.31,238,3,Success,5.7893
478,478,7,4,DDoS,10,59.69,111,124,Failure,7.857366666666666
479,479,1,6,Cross-Site Scripting,10,89.81,145,46,Failure,7.460966666666667
480,480,10,2,Phishing,8,79.26,44,116,Success,7.511133333333333
481,481,5,7,Cross-Site Scripting,7,89.02,5,80,Success,6.803933333333333
482,482,1,3,Malware,8,70.69,265,53,Success,6.204033333333334
483,483,5,2,Phishing,10,0.28,118,106,Success,5.775066666666667
484,484,4,7,Ransomware,2,14.94,138,97,Failure,2.8648666666666665
485,485,1,5,SQL Injection,2,47.11,42,85,Success,3.6299666666666672
486,486,4,8,Phishing,7,4.69,135,14,Success,3.1740333333333335
487,487,5,4,Phishing,2,5.94,100,130,Success,3.1448666666666667
488,488,4,2,DDoS,7,62.21,102,113,Failure,6.5496333333333325
489,489,5,6,SQL Injection,1,61.53,65,158,Failure,4.8792333333333335
490,490,10,5,DDoS,1,81.87,245,90,Failure,4.3561
491,491,5,1,Brute Force,8,21.06,62,118,Success,5.798466666666667
492,492,1,3,Brute Force,5,8.6,148,108,Success,4.058
493,493,8,8,Phishing,5,96.51,233,94,Failure,6.461966666666666
494,494,10,5,Zero-Day Exploit,3,13.04,212,45,Success,2.3412
495,495,1,6,SQL Injection,9,53.94,201,3,Failure,5.2682
496,496,1,2,Zero-Day Exploit,8,9.9,264,13,Failure,3.713666666666667
497,497,7,3,Zero-Day Exploit,10,22.86,120,141,Failure,7.0358
498,498,3,4,Brute Force,10,64.3,149,52,Success,6.7956666666666665
499,499,2,6,Cross-Site Scripting,10,78.52,105,38,Failure,6.988933333333334
500,500,5,5,Phishing,2,74.25,247,38,Failure,3.660833333333333
501,501,7,7,Cross-Site Scripting,9,72.1,71,161,Success,8.446333333333333
502,502,3,1,Malware,6,54.5,149,67,Success,5.151666666666667
503,503,4,5,Malware,3,14.98,187,144,Success,4.0494
504,504,3,5,DDoS,2,3.83,300,1,Failure,0.9315666666666668
505,505,1,6,Brute Force,2,88.25,116,172,Success,6.314166666666667
506,506,9,4,SQL Injection,2,35.59,78,55,Failure,2.784366666666667
507,507,6,8,Zero-Day Exploit,8,69.8,29,175,Failure,8.210666666666667
508,508,5,8,Brute Force,5,67.27,144,88,Failure,5.484766666666666
509,509,5,5,Ransomware,2,34.75,46,82,Success,3.2091666666666665
510,510,5,3,Zero-Day Exploit,1,94.23,226,120,Success,5.2269
511,511,6,8,Malware,5,94.53,161,143,Failure,7.2192333333333325
512,512,9,8,Brute Force,7,43.91,184,125,Success,6.200633333333334
513,513,8,5,Zero-Day Exploit,7,99.41,230,100,Failure,7.448966666666665
514,514,3,5,DDoS,6,43.91,138,48,Failure,4.5173000000000005
515,515,3,6,Ransomware,2,0.81,167,96,Success,2.4242999999999997
516,516,1,6,Zero-Day Exploit,9,66.18,138,123,Success,7.635400000000001
517,517,2,7,Malware,10,23.38,282,124,Failure,6.768066666666666
518,518,3,5,Brute Force,9,25.11,42,15,Success,4.6033
519,519,1,4,Phishing,9,34.46,4,46,Failure,5.4004666666666665
520,520,10,7,Zero-Day Exploit,5,80.74,15,142,Success,6.7888666666666655
521,521,7,4,Phishing,2,45.01,161,176,Failure,5.083633333333333
522,522,3,7,SQL Injection,9,25.78,9,88,Success,5.840066666666667
523,523,7,3,Brute Force,1,55.97,41,159,Failure,4.729099999999999
524,524,8,5,SQL Injection,5,52.15,45,174,Failure,6.464499999999999
525,525,10,7,DDoS,10,77.36,261,9,Success,6.4708000000000006
526,526,8,1,SQL Injection,6,73.65,60,85,Success,6.026166666666668
527,527,1,8,Ransomware,10,9.36,28,34,Failure,4.847466666666667
528,528,2,4,Zero-Day Exploit,2,22.36,50,76,Success,2.7374666666666667
529,529,8,1,Brute Force,8,3.74,173,69,Success,4.4622
530,530,8,8,Brute Force,9,88.36,17,125,Failure,8.334133333333334
531,531,4,7,Cross-Site Scripting,2,96.58,22,23,Failure,4.080733333333333
532,532,8,7,DDoS,9,79.1,257,176,Failure,8.906333333333333
533,533,6,1,Phishing,5,89.97,150,99,Success,6.3491
534,534,10,5,Zero-Day Exploit,3,22.95,129,109,Success,3.7051666666666665
535,535,10,7,Brute Force,5,58.46,254,101,Success,5.437133333333334
536,536,1,6,Zero-Day Exploit,9,34.18,296,97,Success,6.242066666666666
537,537,7,3,Ransomware,4,35.92,30,59,Failure,3.6609333333333334
538,538,9,4,Zero-Day Exploit,10,5.7,119,12,Failure,4.371
539,539,8,2,Cross-Site Scripting,1,66.54,148,121,Success,4.412866666666668
540,540,10,3,DDoS,7,14.4,35,53,Success,4.115333333333334
541,541,5,5,Zero-Day Exploit,7,45.19,249,111,Failure,6.005700000000001
542,542,10,1,Phishing,9,92.89,93,110,Success,8.220033333333333
543,543,3,6,DDoS,6,89.51,43,28,Failure,5.551966666666667
544,544,4,8,DDoS,9,44.32,208,21,Success,5.279599999999999
545,545,4,3,DDoS,1,31.13,285,73,Failure,2.5505666666666666
546,546,1,7,DDoS,2,36.46,142,34,Success,2.460466666666667
547,547,1,4,Malware,10,10.34,186,126,Failure,6.4102
548,548,10,2,Brute Force,6,90.82,46,117,Success,7.0746
549,549,7,1,Brute Force,10,26.25,181,112,Success,6.654166666666667
550,550,6,1,Malware,6,66.31,278,136,Failure,6.655966666666667
551,551,3,4,Brute Force,6,2.31,155,106,Success,4.235966666666667
552,552,7,3,Brute Force,9,82.48,143,53,Success,6.957733333333334
553,553,4,6,Phishing,2,22.1,115,13,Success,1.6796666666666666
554,554,1,3,Zero-Day Exploit,5,37.02,191,19,Success,3.4272666666666662
555,555,4,1,Zero-Day Exploit,1,47.34,7,74,Failure,3.053533333333333
556,556,2,3,Brute Force,7,15.25,273,72,Failure,4.4575000000000005
557,557,9,4,SQL Injection,3,92.52,136,134,Success,6.2089333333333325
558,558,4,3,Cross-Site Scripting,9,8.45,179,45,Success,4.6035
559,559,6,3,DDoS,9,40.4,262,6,Success,4.912
560,560,8,1,Ransomware,8,48.13,93,117,Success,6.5939000000000005
561,561,2,4,Brute Force,6,88.15,297,159,Failure,7.694500000000001
562,562,5,8,Ransomware,10,30.85,146,41,Success,5.608833333333333
563,563,2,1,Malware,4,17.07,209,179,Success,5.095433333333333
564,564,3,4,Cross-Site Scripting,3,45.67,232,127,Failure,4.686766666666667
565,565,4,5,Cross-Site Scripting,10,26.83,254,51,Success,5.6549
566,566,3,4,Phishing,10,31.63,126,16,Failure,5.215566666666667
567,567,10,7,Malware,1,58.76,192,122,Failure,4.196133333333334
568,568,9,7,Phishing,7,1.5,51,34,Failure,3.411666666666667
569,569,1,2,Malware,1,80.87,258,173,Success,5.709433333333333
570,570,9,3,SQL Injection,3,31.98,193,127,Failure,4.276066666666667
571,571,1,6,Brute Force,2,37.28,34,114,Failure,3.8184
572,572,7,4,SQL Injection,1,68.79,224,127,Success,4.5803666666666665
573,573,1,1,Malware,8,16.83,291,180,Failure,6.7049
574,574,2,6,Zero-Day Exploit,10,23.31,256,70,Failure,5.865966666666667
575,575,6,3,SQL Injection,7,16.38,18,15,Failure,3.5414000000000003
576,576,2,4,DDoS,7,69.14,258,105,Success,6.6242
577,577,1,7,Ransomware,1,28.09,284,68,Failure,2.376033333333333
578,578,9,8,Zero-Day Exploit,4,60.34,235,57,Success,4.3602
579,579,1,2,Brute Force,2,69.34,142,97,Success,4.496866666666667
580,580,2,5,Phishing,1,60.5,293,159,Success,4.864999999999999
581,581,8,4,Cross-Site Scripting,4,92.86,112,1,Success,4.402466666666666
582,582,10,2,Zero-Day Exploit,10,91.29,213,4,Failure,6.805366666666666
583,583,10,7,Brute Force,9,63.7,11,130,Failure,7.677666666666667
584,584,7,2,Ransomware,5,20.99,72,154,Failure,5.196366666666666
585,585,3,5,Brute Force,4,74.31,130,154,Success,6.395966666666666
586,586,7,7,Zero-Day Exploit,9,5.38,204,133,Success,5.978066666666667
587,587,1,3,SQL Injection,5,33.45,137,14,Failure,3.2368333333333332
588,588,6,5,Phishing,8,24.91,234,63,Success,4.9973
589,589,7,5,Phishing,3,49.97,254,137,Failure,4.982433333333333
590,590,1,8,Phishing,9,59.25,182,50,Failure,6.210833333333333
591,591,3,4,Ransomware,1,91.8,224,5,Failure,3.2373333333333334
592,592,3,7,Brute Force,6,17.51,254,123,Success,4.975300000000001
593,593,10,1,Zero-Day Exploit,4,6.41,181,106,Failure,3.5589666666666666
594,594,10,4,Phishing,9,75.53,20,112,Success,7.732566666666667
595,595,4,2,Brute Force,2,28.84,18,29,Success,2.1485333333333334
596,596,3,5,Phishing,3,77.37,121,5,Success,3.6044333333333336
597,597,9,3,Zero-Day Exploit,7,44.69,214,159,Success,6.790699999999999
598,598,6,8,Phishing,4,44.39,291,27,Success,3.3817000000000004
599,599,9,5,Ransomware,7,3.86,141,26,Failure,3.3491333333333335
600,600,2,5,DDoS,8,9.0,11,43,Failure,4.1866666666666665
601,601,9,3,Malware,7,63.56,194,112,Success,6.573466666666667
602,602,5,7,Phishing,3,45.66,204,18,Failure,2.8697999999999997
603,603,3,8,Ransomware,1,40.27,212,136,Success,3.874766666666667
604,604,3,3,Malware,6,42.91,129,175,Success,6.6039666666666665
605,605,9,3,Zero-Day Exploit,6,53.72,31,155,Failure,6.5949333333333335
606,606,7,4,Zero-Day Exploit,3,32.71,294,45,Failure,2.9313000000000002
607,607,5,1,SQL Injection,6,18.12,196,48,Failure,3.7436000000000003
608,608,9,5,DDoS,7,5.23,130,166,Success,5.723566666666667
609,609,2,2,DDoS,6,81.03,194,54,Failure,5.7309
610,610,3,4,Malware,2,71.65,61,45,Success,3.6994999999999996
611,611,2,4,Ransomware,9,49.9,199,25,Success,5.513666666666667
612,612,10,1,Ransomware,10,76.87,174,137,Failure,8.589433333333332
613,613,9,7,Malware,10,64.53,107,113,Failure,7.819233333333333
614,614,10,8,Phishing,9,50.63,292,76,Success,6.385566666666667
615,615,6,4,Brute Force,3,2.9,118,97,Success,2.9036666666666666
616,616,3,8,Phishing,10,40.37,293,45,Success,5.9611
617,617,5,2,Cross-Site Scripting,9,47.05,126,90,Failure,6.5115
618,618,2,2,Ransomware,2,81.89,125,178,Success,6.223366666666667
619,619,4,3,Brute Force,5,73.2,289,73,Failure,5.4126666666666665
620,620,8,6,SQL Injection,9,22.05,42,143,Success,6.644833333333333
621,621,9,7,Phishing,5,88.93,8,1,Success,4.684566666666666
622,622,7,8,Malware,5,54.05,95,74,Success,4.854833333333333
623,623,7,1,Phishing,9,4.26,148,43,Success,4.444466666666667
624,624,7,5,SQL Injection,8,58.62,59,63,Success,6.0085999999999995
625,625,9,5,Phishing,3,35.99,39,24,Success,2.6797
626,626,2,2,Cross-Site Scripting,5,74.68,263,105,Failure,5.990399999999999
627,627,5,7,Malware,8,66.51,14,104,Success,6.928633333333332
628,628,1,3,Malware,2,62.98,183,158,Failure,5.322733333333334
629,629,4,2,Cross-Site Scripting,6,74.63,29,26,Success,5.072233333333333
630,630,7,2,Phishing,1,69.0,226,57,Success,3.42
631,631,7,7,Brute Force,9,13.2,193,147,Failure,6.446
632,632,5,4,Brute Force,7,55.3,247,160,Success,7.125666666666666
633,633,8,2,Brute Force,1,11.34,104,19,Success,1.0568666666666666
634,634,9,4,Zero-Day Exploit,5,1.12,187,52,Success,2.900266666666666
635,635,5,2,Brute Force,2,93.41,214,134,Success,5.835633333333333
636,636,10,2,DDoS,3,95.74,227,61,Success,5.088866666666667
637,637,7,7,Zero-Day Exploit,9,31.05,52,117,Failure,6.4815000000000005
638,638,8,8,SQL Injection,4,61.45,102,106,Success,5.210166666666667
639,639,2,3,Brute Force,8,19.91,77,90,Failure,5.2973
640,640,6,3,DDoS,7,28.63,54,177,Success,6.6089
641,641,7,1,Ransomware,1,11.35,16,46,Failure,1.5071666666666665
642,642,3,6,Brute Force,8,24.61,121,126,Failure,6.0383
643,643,9,3,Brute Force,8,87.47,41,78,Success,7.124099999999999
644,644,3,4,SQL Injection,2,18.22,133,59,Success,2.3299333333333334
645,645,3,3,Malware,2,26.89,185,143,Failure,3.990033333333333
646,646,10,4,Phishing,1,62.89,128,73,Failure,3.5033666666666665
647,647,2,2,Cross-Site Scripting,10,9.25,51,8,Failure,4.410833333333334
648,648,6,4,Zero-Day Exploit,3,44.93,215,6,Failure,2.6479000000000004
649,649,9,5,Brute Force,3,78.37,254,146,Failure,5.9844333333333335
650,650,4,5,Zero-Day Exploit,7,96.73,271,167,Success,8.485233333333333
651,651,4,3,DDoS,3,55.83,267,126,Failure,4.9749
652,652,5,2,SQL Injection,3,96.59,50,14,Success,4.331033333333333
653,653,5,3,Ransomware,10,52.42,137,172,Failure,8.439266666666667
654,654,1,8,Brute Force,3,92.52,240,160,Success,6.642266666666666
655,655,4,2,Ransomware,4,65.0,85,174,Success,6.449999999999999
656,656,8,6,Brute Force,1,73.93,142,70,Failure,3.7845666666666666
657,657,9,2,Zero-Day Exploit,8,75.95,106,136,Failure,7.745166666666667
658,658,5,4,Cross-Site Scripting,1,99.04,16,128,Failure,5.504533333333333
659,659,4,7,DDoS,8,30.93,172,165,Failure,6.8779
660,660,4,4,Brute Force,10,24.92,137,98,Failure,6.380933333333333
661,661,8,4,Zero-Day Exploit,6,41.43,22,49,Failure,4.4595666666666665
662,662,7,5,Cross-Site Scripting,5,87.29,267,161,Failure,7.302033333333332
663,663,3,1,Brute Force,4,54.93,212,116,Failure,5.181233333333334
664,664,4,2,Phishing,7,45.35,31,174,Success,7.060500000000001
665,665,3,5,DDoS,1,23.34,96,14,Failure,1.3335333333333335
666,666,7,3,DDoS,10,32.46,41,163,Success,7.690466666666666
667,667,6,5,Malware,6,21.02,36,53,Success,3.9139333333333335
668,668,2,7,DDoS,8,57.37,290,130,Failure,7.087766666666667
669,669,1,6,SQL Injection,7,65.21,295,152,Success,7.289633333333333
670,670,6,6,Malware,8,45.86,17,132,Success,6.7758
671,671,5,6,SQL Injection,10,26.81,191,178,Success,7.770966666666666
672,672,2,6,Phishing,1,71.48,117,106,Failure,4.311066666666666
673,673,10,8,Zero-Day Exploit,2,79.28,254,69,Failure,4.3284
674,674,10,6,Cross-Site Scripting,9,13.99,163,142,Success,6.3863666666666665
675,675,3,6,Malware,5,88.28,6,133,Success,6.865066666666666
676,676,7,8,DDoS,1,95.47,203,105,Success,5.0141
677,677,5,2,Brute Force,9,59.76,3,58,Failure,6.359466666666667
678,678,7,8,DDoS,2,10.91,118,2,Success,1.1606333333333334
679,679,1,4,Zero-Day Exploit,9,52.11,254,37,Success,5.779966666666667
680,680,6,2,Malware,3,87.2,147,66,Success,4.916
681,681,9,8,Phishing,5,25.5,186,30,Success,3.2649999999999997
682,682,5,8,DDoS,5,33.98,2,117,Success,4.9694
683,683,9,8,Brute Force,8,70.84,118,113,Success,7.2085333333333335
684,684,7,6,Ransomware,2,29.64,11,32,Failure,2.2225333333333332
685,685,3,5,Phishing,6,37.82,88,118,Success,5.501266666666667
686,686,5,1,Brute Force,8,58.73,238,32,Success,5.495233333333333
687,687,6,5,Cross-Site Scripting,5,92.07,140,134,Success,6.995433333333334
688,688,9,3,Zero-Day Exploit,5,49.8,133,8,Success,3.627333333333333
689,689,5,4,SQL Injection,9,87.11,76,22,Success,6.5799666666666665
690,690,9,4,Phishing,7,2.15,92,123,Success,4.9145
691,691,1,1,Phishing,1,80.19,65,112,Failure,4.672366666666667
692,692,9,5,Ransomware,6,61.12,172,89,Failure,5.716933333333333
693,693,5,5,Brute Force,7,81.57,67,107,Success,7.030433333333333
694,694,7,3,Cross-Site Scripting,3,73.75,134,13,Failure,3.629166666666667
695,695,2,5,Phishing,7,97.63,20,139,Success,8.045566666666666
696,696,1,6,Cross-Site Scripting,1,5.18,127,125,Failure,2.6387333333333336
697,697,1,2,Zero-Day Exploit,1,35.72,296,128,Success,3.6049333333333333
698,698,2,3,Ransomware,10,23.62,160,8,Success,4.841933333333333
699,699,7,7,Brute Force,6,43.69,224,61,Success,4.727366666666667
700,700,8,2,Zero-Day Exploit,5,25.04,276,136,Failure,5.0178666666666665
701,701,4,8,DDoS,6,30.39,251,149,Success,5.795033333333333
702,702,7,8,Ransomware,8,11.24,83,25,Failure,3.953866666666667
