time_key,timestamp,hour,day,month,quarter,year
436,2024-01-28 21:54:44.085384,21,Sunday,January,1,2024
437,2024-07-30 10:22:01.085387,10,Tuesday,July,3,2024
438,2024-08-26 23:31:13.085390,23,Monday,August,3,2024
439,2024-08-30 14:41:30.085393,14,Friday,August,3,2024
440,2024-08-21 03:38:26.085396,3,Wednesday,August,3,2024
441,2023-11-26 07:14:57.085399,7,Sunday,November,4,2023
442,2024-07-12 20:32:01.085402,20,Friday,July,3,2024
443,2023-11-23 03:32:18.085405,3,Thursday,November,4,2023
444,2023-10-17 17:58:16.085408,17,Tuesday,October,4,2023
445,2024-08-30 19:30:09.085411,19,Friday,August,3,2024
446,2024-08-04 10:15:09.085413,10,Sunday,August,3,2024
447,2024-01-15 21:44:06.085416,21,Monday,January,1,2024
448,2024-08-10 07:11:34.085419,7,Saturday,August,3,2024
449,2023-09-18 08:49:37.085422,8,Monday,September,3,2023
450,2024-07-03 15:29:31.085425,15,Wednesday,July,3,2024
451,2023-09-11 04:15:57.085428,4,Monday,September,3,2023
452,2024-06-11 12:11:28.085431,12,Tuesday,June,2,2024
453,2023-09-19 12:00:44.085434,12,Tuesday,September,3,2023
454,2024-08-02 02:52:55.085437,2,Friday,August,3,2024
455,2024-05-13 22:11:50.085439,22,Monday,May,2,2024
456,2023-11-22 02:35:49.085442,2,Wednesday,November,4,2023
457,2023-11-05 20:18:40.085445,20,Sunday,November,4,2023
458,2023-10-08 05:19:53.085453,5,Sunday,October,4,2023
459,2024-03-29 20:14:45.085456,20,Friday,March,1,2024
460,2024-01-15 04:56:20.085459,4,Monday,January,1,2024
461,2024-05-07 16:11:26.085462,16,Tuesday,May,2,2024
462,2023-09-08 23:00:58.085465,23,Friday,September,3,2023
463,2023-12-12 11:45:02.085468,11,Tuesday,December,4,2023
464,2024-03-31 20:31:45.085471,20,Sunday,March,1,2024
465,2024-08-08 15:59:00.085474,15,Thursday,August,3,2024
466,2024-04-28 14:03:16.085477,14,Sunday,April,2,2024
467,2024-02-27 12:22:14.085480,12,Tuesday,February,1,2024
468,2023-11-22 23:57:26.085483,23,Wednesday,November,4,2023
469,2024-08-20 08:28:23.085486,8,Tuesday,August,3,2024
470,2023-12-06 07:19:02.085489,7,Wednesday,December,4,2023
471,2024-03-21 03:41:38.085492,3,Thursday,March,1,2024
472,2024-06-23 00:54:13.085495,0,Sunday,June,2,2024
473,2024-07-20 02:33:05.085498,2,Saturday,July,3,2024
474,2023-10-15 02:17:16.085501,2,Sunday,October,4,2023
475,2024-07-09 01:20:12.085504,1,Tuesday,July,3,2024
476,2023-10-05 08:42:24.085507,8,Thursday,October,4,2023
477,2024-05-07 00:57:56.085510,0,Tuesday,May,2,2024
478,2024-07-27 14:55:51.085514,14,Saturday,July,3,2024
479,2023-12-18 21:08:46.085517,21,Monday,December,4,2023
480,2024-04-11 07:49:12.085520,7,Thursday,April,2,2024
481,2023-12-26 11:50:11.085523,11,Tuesday,December,4,2023
482,2023-12-14 04:25:51.085526,4,Thursday,December,4,2023
483,2024-02-17 02:03:42.085529,2,Saturday,February,1,2024
484,2023-11-23 19:57:22.085532,19,Thursday,November,4,2023
485,2024-05-17 14:51:53.085535,14,Friday,May,2,2024
486,2024-07-30 03:22:00.085537,3,Tuesday,July,3,2024
487,2023-12-06 21:03:23.085540,21,Wednesday,December,4,2023
488,2023-10-27 17:55:05.085543,17,Friday,October,4,2023
489,2023-12-13 23:44:00.085546,23,Wednesday,December,4,2023
490,2024-07-16 11:25:10.085549,11,Tuesday,July,3,2024
491,2024-04-17 15:35:37.085552,15,Wednesday,April,2,2024
492,2024-01-02 19:42:27.085555,19,Tuesday,January,1,2024
493,2024-07-17 12:10:14.085558,12,Wednesday,July,3,2024
494,2024-08-30 08:29:22.085561,8,Friday,August,3,2024
495,2024-01-19 20:44:00.085564,20,Friday,January,1,2024
496,2024-01-11 05:28:55.085567,5,Thursday,January,1,2024
497,2024-03-10 00:42:59.085570,0,Sunday,March,1,2024
498,2024-02-07 20:07:46.085573,20,Wednesday,February,1,2024
499,2023-12-09 17:31:14.085576,17,Saturday,December,4,2023
500,2024-04-21 18:11:56.085579,18,Sunday,April,2,2024
501,2024-07-26 05:54:05.085582,5,Friday,July,3,2024
502,2024-03-01 23:56:27.085585,23,Friday,March,1,2024
503,2024-01-21 02:58:29.085588,2,Sunday,January,1,2024
504,2024-06-21 22:04:15.085591,22,Friday,June,2,2024
505,2024-04-01 22:50:28.085594,22,Monday,April,2,2024
506,2023-12-21 14:24:10.085597,14,Thursday,December,4,2023
507,2024-08-26 16:11:43.085600,16,Monday,August,3,2024
508,2023-12-29 20:41:27.085603,20,Friday,December,4,2023
509,2024-02-14 03:37:52.085606,3,Wednesday,February,1,2024
510,2023-12-09 20:52:22.085609,20,Saturday,December,4,2023
511,2024-06-20 06:41:27.085613,6,Thursday,June,2,2024
512,2024-07-22 10:24:04.085616,10,Monday,July,3,2024
513,2023-10-08 07:29:12.085619,7,Sunday,October,4,2023
514,2023-11-08 05:32:47.085622,5,Wednesday,November,4,2023
515,2024-02-10 19:13:23.085625,19,Saturday,February,1,2024
516,2024-08-08 10:18:07.085628,10,Thursday,August,3,2024
517,2024-07-17 11:41:31.085631,11,Wednesday,July,3,2024
518,2024-03-19 00:18:36.085634,0,Tuesday,March,1,2024
519,2024-07-04 04:54:56.085637,4,Thursday,July,3,2024
520,2024-02-09 04:24:35.085641,4,Friday,February,1,2024
521,2024-02-22 12:28:51.085646,12,Thursday,February,1,2024
522,2023-11-15 12:38:24.085652,12,Wednesday,November,4,2023
523,2024-06-20 20:51:50.085658,20,Thursday,June,2,2024
524,2024-01-29 01:07:55.085663,1,Monday,January,1,2024
525,2024-07-19 02:10:47.085668,2,Friday,July,3,2024
526,2024-05-15 15:48:50.085672,15,Wednesday,May,2,2024
527,2023-12-27 00:14:38.085678,0,Wednesday,December,4,2023
528,2023-12-30 03:49:50.085683,3,Saturday,December,4,2023
529,2024-02-09 22:30:28.085688,22,Friday,February,1,2024
530,2023-10-21 20:29:31.085694,20,Saturday,October,4,2023
531,2023-10-02 23:12:58.085697,23,Monday,October,4,2023
532,2024-05-29 17:49:17.085700,17,Wednesday,May,2,2024
533,2024-01-07 07:21:47.085703,7,Sunday,January,1,2024
534,2024-04-11 13:09:25.085706,13,Thursday,April,2,2024
535,2023-12-27 09:46:37.085710,9,Wednesday,December,4,2023
536,2023-12-25 19:28:12.085716,19,Monday,December,4,2023
537,2024-06-06 22:37:59.085721,22,Thursday,June,2,2024
538,2023-11-10 05:34:48.085727,5,Friday,November,4,2023
539,2024-06-04 20:41:32.085732,20,Tuesday,June,2,2024
540,2024-05-22 00:20:29.085736,0,Wednesday,May,2,2024
541,2023-09-08 22:44:57.085739,22,Friday,September,3,2023
542,2024-04-29 00:24:19.085742,0,Monday,April,2,2024
543,2024-03-03 20:52:14.085745,20,Sunday,March,1,2024
544,2023-11-22 07:43:07.085748,7,Wednesday,November,4,2023
545,2023-11-12 16:13:32.085751,16,Sunday,November,4,2023
546,2023-11-23 10:56:43.085754,10,Thursday,November,4,2023
547,2024-04-10 13:39:29.085757,13,Wednesday,April,2,2024
548,2024-02-23 16:29:15.085760,16,Friday,February,1,2024
549,2024-01-23 01:16:30.085763,1,Tuesday,January,1,2024
550,2024-06-04 17:39:06.085766,17,Tuesday,June,2,2024
551,2024-03-03 04:15:55.085769,4,Sunday,March,1,2024
552,2024-06-22 15:16:54.085772,15,Saturday,June,2,2024
553,2023-10-24 02:54:14.085775,2,Tuesday,October,4,2023
554,2024-02-04 01:45:59.085778,1,Sunday,February,1,2024
555,2024-04-02 07:29:08.085782,7,Tuesday,April,2,2024
556,2024-01-10 10:25:53.085785,10,Wednesday,January,1,2024
557,2024-02-25 02:29:54.085787,2,Sunday,February,1,2024
558,2024-03-22 23:44:27.085790,23,Friday,March,1,2024
559,2024-08-27 23:17:22.085793,23,Tuesday,August,3,2024
560,2024-03-29 06:14:50.085796,6,Friday,March,1,2024
561,2023-10-05 09:14:34.085799,9,Thursday,October,4,2023
562,2024-08-22 09:20:49.085802,9,Thursday,August,3,2024
563,2024-01-04 22:27:10.085805,22,Thursday,January,1,2024
564,2024-03-19 11:39:22.085808,11,Tuesday,March,1,2024
565,2023-11-17 04:38:46.085811,4,Friday,November,4,2023
566,2024-07-01 03:33:48.085814,3,Monday,July,3,2024
567,2023-12-21 07:07:02.085817,7,Thursday,December,4,2023
568,2023-10-21 01:55:58.085819,1,Saturday,October,4,2023
569,2024-01-18 16:18:12.085822,16,Thursday,January,1,2024
570,2024-08-31 08:57:12.085826,8,Saturday,August,3,2024
571,2023-11-30 21:10:33.085828,21,Thursday,November,4,2023
572,2024-02-17 11:21:57.085831,11,Saturday,February,1,2024
573,2024-03-18 08:21:37.085834,8,Monday,March,1,2024
574,2024-08-28 19:30:06.085837,19,Wednesday,August,3,2024
575,2024-01-27 03:44:01.085840,3,Saturday,January,1,2024
576,2024-01-05 09:17:53.085843,9,Friday,January,1,2024
577,2024-06-23 12:03:50.085846,12,Sunday,June,2,2024
578,2023-12-15 10:41:31.085849,10,Friday,December,4,2023
579,2024-05-25 14:42:26.085852,14,Saturday,May,2,2024
580,2024-01-08 12:56:42.085855,12,Monday,January,1,2024
581,2023-09-12 02:29:05.085858,2,Tuesday,September,3,2023
582,2024-01-09 20:46:44.085861,20,Tuesday,January,1,2024
583,2023-12-04 17:07:35.085864,17,Monday,December,4,2023
584,2023-11-20 10:16:04.085867,10,Monday,November,4,2023
585,2024-01-31 01:09:14.085870,1,Wednesday,January,1,2024
586,2024-06-10 04:03:19.085873,4,Monday,June,2,2024
587,2023-12-16 00:19:26.085875,0,Saturday,December,4,2023
588,2024-04-20 21:01:42.085878,21,Saturday,April,2,2024
589,2024-01-02 15:33:51.085882,15,Tuesday,January,1,2024
590,2024-05-22 00:24:45.085885,0,Wednesday,May,2,2024
591,2024-07-17 10:32:28.085888,10,Wednesday,July,3,2024
592,2024-04-10 02:26:17.085891,2,Wednesday,April,2,2024
593,2024-07-03 14:41:09.085896,14,Wednesday,July,3,2024
594,2024-05-23 05:35:39.085906,5,Thursday,May,2,2024
595,2023-10-27 11:12:26.085912,11,Friday,October,4,2023
596,2024-02-13 12:13:00.085917,12,Tuesday,February,1,2024
597,2024-08-19 22:55:28.085923,22,Monday,August,3,2024
598,2024-08-01 04:16:44.085929,4,Thursday,August,3,2024
599,2024-01-07 14:25:56.085934,14,Sunday,January,1,2024
600,2024-04-12 11:53:21.085939,11,Friday,April,2,2024
601,2023-09-28 22:17:48.085945,22,Thursday,September,3,2023
602,2023-12-27 07:39:11.085951,7,Wednesday,December,4,2023
603,2024-04-09 16:32:18.085956,16,Tuesday,April,2,2024
604,2024-08-07 09:03:12.085961,9,Wednesday,August,3,2024
605,2024-05-06 01:39:41.085967,1,Monday,May,2,2024
606,2024-01-15 14:21:28.085972,14,Monday,January,1,2024
607,2023-12-03 17:26:50.085978,17,Sunday,December,4,2023
608,2024-02-05 11:45:42.085984,11,Monday,February,1,2024
609,2024-01-02 20:50:53.085989,20,Tuesday,January,1,2024
610,2024-02-19 14:45:01.085994,14,Monday,February,1,2024
611,2023-12-20 01:44:57.085999,1,Wednesday,December,4,2023
612,2024-01-10 03:36:57.086005,3,Wednesday,January,1,2024
613,2023-10-26 04:09:03.086011,4,Thursday,October,4,2023
614,2024-05-20 13:29:49.086015,13,Monday,May,2,2024
615,2024-06-30 01:58:27.086018,1,Sunday,June,2,2024
616,2024-05-04 13:30:04.086021,13,Saturday,May,2,2024
617,2024-07-14 13:15:15.086024,13,Sunday,July,3,2024
618,2024-06-10 03:08:32.086027,3,Monday,June,2,2024
619,2024-08-15 03:41:25.086030,3,Thursday,August,3,2024
620,2023-10-22 01:03:10.086032,1,Sunday,October,4,2023
621,2024-07-30 22:50:29.086035,22,Tuesday,July,3,2024
622,2023-10-06 10:30:56.086039,10,Friday,October,4,2023
623,2024-04-15 02:07:13.086042,2,Monday,April,2,2024
624,2023-10-05 23:18:59.086044,23,Thursday,October,4,2023
625,2023-10-09 18:49:33.086047,18,Monday,October,4,2023
626,2023-10-01 11:38:10.086050,11,Sunday,October,4,2023
627,2023-09-12 11:46:16.086053,11,Tuesday,September,3,2023
628,2024-02-26 06:27:31.086056,6,Monday,February,1,2024
629,2023-11-08 09:58:42.086059,9,Wednesday,November,4,2023
630,2024-04-20 16:24:22.086062,16,Saturday,April,2,2024
631,2023-09-14 10:19:18.086065,10,Thursday,September,3,2023
632,2024-08-09 10:49:35.086068,10,Friday,August,3,2024
633,2024-06-02 10:48:59.086071,10,Sunday,June,2,2024
634,2024-02-12 07:19:19.086074,7,Monday,February,1,2024
635,2024-07-30 11:34:17.086077,11,Tuesday,July,3,2024
636,2024-02-11 04:40:06.086079,4,Sunday,February,1,2024
637,2024-04-30 03:23:52.086082,3,Tuesday,April,2,2024
638,2024-08-05 13:19:52.086085,13,Monday,August,3,2024
639,2023-12-07 13:48:37.086088,13,Thursday,December,4,2023
640,2024-08-02 06:14:45.086091,6,Friday,August,3,2024
641,2024-08-13 22:59:46.086094,22,Tuesday,August,3,2024
642,2023-11-03 13:03:32.086097,13,Friday,November,4,2023
643,2024-06-21 06:14:37.086100,6,Friday,June,2,2024
644,2023-12-07 22:45:09.086102,22,Thursday,December,4,2023
645,2024-04-09 08:20:10.086105,8,Tuesday,April,2,2024
646,2023-09-08 11:12:03.086108,11,Friday,September,3,2023
647,2024-07-03 03:14:00.086111,3,Wednesday,July,3,2024
648,2024-02-24 06:13:03.086114,6,Saturday,February,1,2024
649,2024-03-26 13:19:52.086117,13,Tuesday,March,1,2024
650,2024-01-10 18:07:15.086121,18,Wednesday,January,1,2024
651,2024-01-06 12:20:00.086123,12,Saturday,January,1,2024
652,2023-09-18 06:16:33.086127,6,Monday,September,3,2023
653,2023-12-07 17:52:03.086129,17,Thursday,December,4,2023
654,2023-11-30 18:02:15.086132,18,Thursday,November,4,2023
655,2023-11-09 04:04:43.086135,4,Thursday,November,4,2023
656,2023-09-06 14:35:14.086138,14,Wednesday,September,3,2023
657,2024-02-11 14:45:37.086141,14,Sunday,February,1,2024
658,2023-10-05 08:44:20.086144,8,Thursday,October,4,2023
659,2024-04-20 17:21:23.086147,17,Saturday,April,2,2024
660,2023-11-10 10:11:07.086150,10,Friday,November,4,2023
661,2024-01-23 23:16:09.086152,23,Tuesday,January,1,2024
662,2023-12-03 18:46:30.086155,18,Sunday,December,4,2023
663,2024-09-04 16:49:44.086158,16,Wednesday,September,3,2024
664,2024-04-11 02:18:50.086161,2,Thursday,April,2,2024
665,2023-09-22 12:53:50.086164,12,Friday,September,3,2023
666,2024-03-06 10:49:46.086167,10,Wednesday,March,1,2024
667,2023-11-29 11:23:03.086170,11,Wednesday,November,4,2023
668,2024-04-10 05:55:49.086173,5,Wednesday,April,2,2024
669,2023-11-13 14:33:04.086176,14,Monday,November,4,2023
670,2024-05-03 23:35:29.086179,23,Friday,May,2,2024
671,2023-12-08 11:39:17.086182,11,Friday,December,4,2023
672,2024-05-05 01:12:49.086184,1,Sunday,May,2,2024
673,2024-06-13 22:36:57.086187,22,Thursday,June,2,2024
674,2024-07-05 20:31:18.086191,20,Friday,July,3,2024
675,2024-07-07 06:30:05.086193,6,Sunday,July,3,2024
676,2024-07-01 05:26:57.086196,5,Monday,July,3,2024
677,2024-02-17 12:22:19.086199,12,Saturday,February,1,2024
678,2024-08-28 06:40:58.086202,6,Wednesday,August,3,2024
679,2023-12-27 04:34:28.086205,4,Wednesday,December,4,2023
680,2023-10-03 19:42:43.086208,19,Tuesday,October,4,2023
681,2024-06-08 16:17:36.086211,16,Saturday,June,2,2024
682,2023-10-01 23:22:22.086214,23,Sunday,October,4,2023
683,2024-08-07 22:18:41.086217,22,Wednesday,August,3,2024
684,2024-03-19 09:04:50.086220,9,Tuesday,March,1,2024
685,2024-02-25 11:24:22.086223,11,Sunday,February,1,2024
686,2024-08-22 02:58:40.086227,2,Thursday,August,3,2024
687,2023-12-25 04:56:33.086232,4,Monday,December,4,2023
688,2024-06-27 18:28:11.086238,18,Thursday,June,2,2024
689,2024-03-30 20:16:33.086243,20,Saturday,March,1,2024
690,2023-11-27 06:10:08.086248,6,Monday,November,4,2023
691,2024-05-05 06:29:34.086253,6,Sunday,May,2,2024
692,2024-05-23 01:00:10.086258,1,Thursday,May,2,2024
693,2023-10-18 04:29:44.086264,4,Wednesday,October,4,2023
694,2024-02-13 19:26:16.086269,19,Tuesday,February,1,2024
695,2024-05-27 22:36:49.086275,22,Monday,May,2,2024
696,2024-07-08 22:48:24.086280,22,Monday,July,3,2024
697,2024-05-27 19:49:33.086286,19,Monday,May,2,2024
698,2023-12-14 18:59:51.086291,18,Thursday,December,4,2023
699,2024-08-30 18:17:24.086296,18,Friday,August,3,2024
700,2023-09-30 02:21:39.086301,2,Saturday,September,3,2023
701,2024-08-17 01:25:28.086306,1,Saturday,August,3,2024
702,2023-11-12 15:57:45.086311,15,Sunday,November,4,2023
703,2024-01-30 21:00:07.086316,21,Tuesday,January,1,2024
704,2024-07-07 18:33:49.086322,18,Sunday,July,3,2024
705,2023-10-27 13:01:40.086327,13,Friday,October,4,2023
706,2023-12-01 07:23:37.086333,7,Friday,December,4,2023
707,2024-05-02 19:06:15.086338,19,Thursday,May,2,2024
708,2023-11-30 02:36:04.086343,2,Thursday,November,4,2023
709,2024-02-15 03:05:38.086348,3,Thursday,February,1,2024
710,2023-12-02 03:48:18.086354,3,Saturday,December,4,2023
711,2024-08-26 10:46:20.086359,10,Monday,August,3,2024
712,2024-05-20 01:27:13.086364,1,Monday,May,2,2024
713,2023-11-08 05:30:19.086369,5,Wednesday,November,4,2023
714,2023-12-27 04:51:27.086375,4,Wednesday,December,4,2023
715,2024-02-23 23:01:12.086378,23,Friday,February,1,2024
716,2024-08-28 07:08:29.086381,7,Wednesday,August,3,2024
717,2024-04-19 06:41:54.086385,6,Friday,April,2,2024
718,2024-09-02 17:35:38.086388,17,Monday,September,3,2024
719,2024-05-16 09:03:47.086390,9,Thursday,May,2,2024
720,2024-03-16 22:42:12.086393,22,Saturday,March,1,2024
721,2024-01-19 16:34:53.086396,16,Friday,January,1,2024
722,2024-01-01 14:42:43.086399,14,Monday,January,1,2024
723,2023-10-14 13:19:50.086402,13,Saturday,October,4,2023
724,2024-01-19 03:45:35.086405,3,Friday,January,1,2024
725,2023-12-30 08:31:41.086408,8,Saturday,December,4,2023
726,2024-07-30 02:12:40.086411,2,Tuesday,July,3,2024
727,2024-07-23 05:56:50.086414,5,Tuesday,July,3,2024
728,2024-05-12 21:17:01.086416,21,Sunday,May,2,2024
729,2024-05-17 12:33:01.086419,12,Friday,May,2,2024
730,2023-11-16 16:06:43.086422,16,Thursday,November,4,2023
731,2023-11-20 19:14:35.086425,19,Monday,November,4,2023
732,2024-05-02 13:18:05.086428,13,Thursday,May,2,2024
733,2024-05-24 10:18:14.086431,10,Friday,May,2,2024
734,2024-08-16 13:32:44.086434,13,Friday,August,3,2024
735,2024-02-04 17:13:29.086436,17,Sunday,February,1,2024
736,2023-12-20 22:16:02.086439,22,Wednesday,December,4,2023
737,2024-04-06 09:49:21.086442,9,Saturday,April,2,2024
738,2023-11-03 14:32:25.086445,14,Friday,November,4,2023
739,2024-03-21 09:58:37.086448,9,Thursday,March,1,2024
740,2023-10-26 17:47:55.086451,17,Thursday,October,4,2023
741,2024-06-07 11:15:34.086454,11,Friday,June,2,2024
742,2024-06-14 08:33:31.086457,8,Friday,June,2,2024
743,2024-01-27 01:24:23.086459,1,Saturday,January,1,2024
744,2024-03-03 09:35:16.086462,9,Sunday,March,1,2024
745,2023-12-29 08:59:22.086465,8,Friday,December,4,2023
746,2024-05-16 07:18:41.086468,7,Thursday,May,2,2024
747,2024-05-09 18:16:00.086471,18,Thursday,May,2,2024
748,2024-01-05 07:45:39.086474,7,Friday,January,1,2024
749,2023-09-11 04:12:11.086476,4,Monday,September,3,2023
750,2023-12-27 11:29:18.086479,11,Wednesday,December,4,2023
751,2024-03-21 09:13:06.086482,9,Thursday,March,1,2024
752,2024-07-01 23:14:26.086485,23,Monday,July,3,2024
753,2024-05-09 06:32:33.086488,6,Thursday,May,2,2024
754,2023-10-03 02:37:45.086491,2,Tuesday,October,4,2023
755,2024-01-12 07:27:50.086493,7,Friday,January,1,2024
756,2023-10-19 00:27:29.086496,0,Thursday,October,4,2023
757,2024-03-24 13:47:25.086499,13,Sunday,March,1,2024
758,2023-12-26 05:02:17.086502,5,Tuesday,December,4,2023
759,2024-08-29 05:53:29.086505,5,Thursday,August,3,2024
760,2023-12-29 20:09:35.086507,20,Friday,December,4,2023
761,2024-07-07 21:42:25.086510,21,Sunday,July,3,2024
762,2024-06-23 08:12:26.086517,8,Sunday,June,2,2024
763,2024-08-02 12:42:20.086520,12,Friday,August,3,2024
764,2023-12-08 09:25:54.086523,9,Friday,December,4,2023
765,2023-12-09 13:09:36.086526,13,Saturday,December,4,2023
766,2024-01-27 07:40:00.086529,7,Saturday,January,1,2024
767,2024-04-04 10:45:21.086532,10,Thursday,April,2,2024
768,2024-03-08 12:30:13.086534,12,Friday,March,1,2024
769,2024-02-15 06:49:55.086537,6,Thursday,February,1,2024
770,2023-12-24 17:21:28.086540,17,Sunday,December,4,2023
771,2024-08-16 03:52:13.086544,3,Friday,August,3,2024
772,2024-05-27 02:50:02.086547,2,Monday,May,2,2024
773,2024-04-11 21:52:19.086550,21,Thursday,April,2,2024
774,2024-01-07 13:08:12.086552,13,Sunday,January,1,2024
775,2024-06-12 10:25:51.086555,10,Wednesday,June,2,2024
776,2024-08-03 17:23:06.086558,17,Saturday,August,3,2024
777,2023-12-24 22:44:19.086561,22,Sunday,December,4,2023
778,2024-01-11 06:45:10.086564,6,Thursday,January,1,2024
779,2024-02-03 10:20:53.086567,10,Saturday,February,1,2024
780,2024-08-08 23:53:23.086570,23,Thursday,August,3,2024
781,2024-08-11 01:55:40.086573,1,Sunday,August,3,2024
782,2024-02-23 10:47:58.086576,10,Friday,February,1,2024
783,2023-10-30 01:13:10.086578,1,Monday,October,4,2023
784,2023-11-17 19:27:46.086581,19,Friday,November,4,2023
785,2023-10-21 22:46:07.086584,22,Saturday,October,4,2023
786,2023-10-09 13:59:09.086587,13,Monday,October,4,2023
787,2024-08-24 03:55:12.086590,3,Saturday,August,3,2024
788,2024-05-05 23:16:23.086593,23,Sunday,May,2,2024
789,2024-01-12 05:02:45.086596,5,Friday,January,1,2024
790,2024-01-28 01:41:05.086599,1,Sunday,January,1,2024
791,2024-04-01 05:50:07.086602,5,Monday,April,2,2024
792,2023-10-05 01:27:04.086605,1,Thursday,October,4,2023
793,2024-03-04 12:19:35.086608,12,Monday,March,1,2024
